N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
249,하이트진로,"18,770",하락 170,-0.90%,"5,000","13,164","70,134",7.11,"155,559",15.37,8.63
250,HDC현대산업개발,"19,880",하락 420,-2.07%,"5,000","13,102","65,907",18.17,"157,405",6.83,5.09
251,ACE 테슬라밸류체인액티브,"22,480",상승 25,+0.11%,0,"13,095","58,250",0.35,"1,089,853",N/A,N/A
252,TIGER 미국30년국채커버드콜액티브(H),"7,755",하락 50,-0.64%,0,"13,067","168,500",0.01,"2,454,321",N/A,N/A
253,RISE 미국나스닥100,"27,940",상승 65,+0.23%,0,"13,048","46,700",0.01,"221,606",N/A,N/A
254,메리츠 KIS CD금리투자 ETN,"54,605",보합 0,0.00%,0,"13,023","23,850",0.00,0,N/A,N/A
255,RISE CD금리액티브(합성),"105,315",상승 5,0.00%,0,"12,956","12,302",0.00,"3,404",N/A,N/A
256,현대지에프홀딩스,"8,280",하락 100,-1.19%,500,"12,909","155,904",5.08,"124,276",2.42,23.02
257,KIWOOM 200TR,"76,885","상승 1,015",+1.34%,0,"12,801","16,650",0.00,"66,889",N/A,N/A
258,오리온홀딩스,"20,300",하락 150,-0.73%,500,"12,717","62,645",8.95,"74,140",7.80,7.03
259,하나 CD금리투자 ETN,"105,440",상승 5,0.00%,0,"12,653","12,000",0.00,"4,008",N/A,N/A
260,KODEX Top5PlusTR,"41,300",상승 710,+1.75%,0,"12,596","30,500",16.40,"45,040",N/A,N/A
261,엠앤씨솔루션,"136,900",상승 500,+0.37%,100,"12,532","9,154",10.50,"39,449",28.91,21.82
262,지역난방공사,"107,900","하락 2,300",-2.09%,"5,000","12,493","11,579",5.36,"25,531",3.81,9.65
263,LX인터내셔널,"32,200",하락 100,-0.31%,"5,000","12,481","38,760",21.82,"58,691",10.82,7.12
264,SK케미칼,"71,000",하락 500,-0.70%,"5,000","12,282","17,299",11.55,"68,859",16.16,0.41
265,가온전선,"74,200","하락 2,500",-3.26%,"5,000","12,275","16,543",1.60,"55,953",21.22,6.46
266,TIGER 2차전지테마,"20,010",상승 955,+5.01%,0,"12,216","61,050",0.99,"2,119,465",N/A,N/A
267,롯데정밀화학,"47,300",상승 300,+0.64%,"5,000","12,203","25,800",20.34,"61,297",20.21,1.53
268,롯데칠성,"130,300","하락 2,800",-2.10%,500,"12,090","9,279",16.36,"16,471",18.82,3.99
269,KB발해인프라,"9,800",상승 60,+0.62%,0,"12,009","122,546",0.63,"194,493",N/A,N/A
270,RISE 단기특수은행채액티브,"50,565",하락 10,-0.02%,0,"11,983","23,698",0.00,"2,341",N/A,N/A
271,롯데리츠,"4,110",하락 40,-0.96%,500,"11,877","288,969",8.16,"333,866",36.05,1.51
272,종근당,"86,000","하락 1,000",-1.15%,"2,500","11,870","13,803",15.26,"37,118",20.04,12.76
273,코오롱인더,"43,000","하락 1,900",-4.23%,"5,000","11,833","27,519",12.20,"321,247",13.48,3.06
274,롯데렌탈,"32,050",상승 50,+0.16%,"5,000","11,637","36,309",6.95,"34,183",9.39,7.51
275,PLUS K방산,"51,000","상승 2,125",+4.35%,0,"11,628","22,800",0.49,"1,003,285",N/A,N/A
276,삼성화재우,"375,000","하락 4,000",-1.06%,500,"11,623","3,100",28.29,"6,813",9.41,N/A
277,더블유게임즈,"53,000","하락 1,400",-2.57%,500,"11,393","21,496",18.07,"24,935",7.13,18.69
278,SK오션플랜트,"18,040",상승 30,+0.17%,500,"11,271","62,478",7.85,"475,108",43.89,2.34
279,SK디스커버리,"61,400",하락 400,-0.65%,"5,000","11,266","18,348",14.64,"9,725",19.71,0.88
280,세아베스틸지주,"31,400","상승 3,300",+11.74%,"5,000","11,261","35,862",7.54,"314,666",280.36,1.04
281,롯데웰푸드,"121,000",하락 700,-0.58%,500,"11,259","9,305",13.68,"8,591",17.47,4.04
282,에스디바이오센서,"9,240",하락 190,-2.01%,500,"11,250","121,749",6.52,"76,097",10.02,-3.43
283,TIGER 차이나항셍테크,"9,220",상승 30,+0.33%,0,"11,207","121,550",0.15,"1,477,623",N/A,N/A
284,LS에코에너지,"36,200",하락 700,-1.90%,500,"11,086","30,625",5.34,"181,775",26.50,19.00
285,TIMEFOLIO 글로벌AI인공지능액티브,"36,715",상승 380,+1.05%,0,"10,970","29,880",0.06,"361,237",N/A,N/A
286,명인제약,"74,900","상승 2,300",+3.17%,500,"10,935","14,600",0.93,"177,225",12.22,13.68
287,한샘,"46,150",하락 700,-1.49%,"1,000","10,861","23,534",14.00,"17,746",28.79,43.59
288,교보증권,"9,520",하락 130,-1.35%,"5,000","10,849","113,963",1.64,"135,844",8.92,6.09
289,KODEX AI전력핵심설비,"24,470",하락 5,-0.02%,0,"10,840","44,300",0.62,"2,992,509",N/A,N/A
290,HDC,"17,960",하락 340,-1.86%,"5,000","10,730","59,742",20.28,"145,442",4.26,5.65
291,TIMEFOLIO 미국나스닥100액티브,"36,090",상승 150,+0.42%,0,"10,690","29,620",0.10,"393,139",N/A,N/A
292,동양생명,"6,620",상승 10,+0.15%,"5,000","10,682","161,359",81.29,"86,344",5.95,12.91
293,ESR켄달스퀘어리츠,"4,330",하락 5,-0.12%,"1,000","10,656","246,089",40.18,"410,113",166.54,0.90
294,쿠쿠홀딩스,"29,900",하락 200,-0.66%,100,"10,633","35,562",11.94,"53,443",7.64,12.08
295,TIGER 리츠부동산인프라,"4,505",보합 0,0.00%,0,"10,584","234,950",0.08,"3,061,903",N/A,N/A
296,ACE 미국빅테크TOP7 Plus,"23,635",상승 95,+0.40%,0,"10,577","44,750",0.01,"549,754",N/A,N/A
297,PLUS 200,"60,045",상승 800,+1.35%,0,"10,568","17,600",2.94,"460,466",N/A,N/A
298,TIGER 미국나스닥100타겟데일리커버드콜,"10,980",상승 20,+0.18%,0,"10,349","94,250",0.02,"763,244",N/A,N/A
299,SK네트웍스,"4,645",하락 45,-0.96%,"2,500","10,278","221,278",14.86,"119,188",-119.10,2.29
300,TIGER 25-12 금융채(AA-이상),"51,875",보합 0,0.00%,0,"10,226","19,712",0.00,"2,284",N/A,N/A
301,NHN,"31,100","하락 1,250",-3.86%,500,"10,186","32,753",11.55,"158,582",-22.95,-8.60
302,1Q 머니마켓액티브,"52,515",상승 5,+0.01%,0,"10,170","19,366",0.00,"40,850",N/A,N/A
303,세진중공업,"17,880",하락 30,-0.17%,500,"10,165","56,849",6.12,"290,917",25.80,6.16
304,한화투자증권,"4,730",하락 95,-1.97%,"5,000","10,148","214,548",7.55,"1,256,616",15.71,2.37
305,SOL 종합채권(AA-이상)액티브,"112,690",상승 30,+0.03%,0,"10,142","9,000",0.00,481,N/A,N/A
306,TIGER 종합채권(AA-이상)액티브,"54,975",하락 10,-0.02%,0,"10,123","18,414",0.00,"14,378",N/A,N/A
307,SOL 초단기채권액티브,"53,940",보합 0,0.00%,0,"10,062","18,654",3.44,"160,276",N/A,N/A
308,NICE평가정보,"16,850",상승 20,+0.12%,500,"10,027","59,507",33.53,"71,819",11.88,19.48
309,KODEX MSCI Korea TR,"20,215",상승 390,+1.97%,0,"10,006","49,500",1.32,"24,096",N/A,N/A
310,TIGER 단기통안채,"110,585",하락 10,-0.01%,0,"9,953","9,000",1.31,"6,640",N/A,N/A
311,SNT모티브,"37,450",상승 550,+1.49%,"5,000","9,939","26,540",19.13,"267,050",11.05,10.82
312,파미셀,"16,540",하락 650,-3.78%,500,"9,927","60,017",7.76,"1,565,118",34.53,7.59
313,효성티앤씨,"228,000",하락 500,-0.22%,"5,000","9,867","4,328",15.56,"10,227",15.35,9.84
314,GS피앤엘,"49,650","상승 1,650",+3.44%,"1,000","9,846","19,831",10.85,"185,962",58.55,N/A
315,코오롱모빌리티그룹,"15,480",상승 910,+6.25%,500,"9,718","62,777",1.39,"13,908,480",737.14,-5.62
316,키움 CD금리투자 ETN,"105,130",상승 10,+0.01%,0,"9,693","9,220",0.00,"3,791",N/A,N/A
317,SNT홀딩스,"59,300","상승 2,000",+3.49%,500,"9,668","16,304",14.77,"40,431",7.00,12.40
318,HANARO Fn K-반도체,"19,830",상승 360,+1.85%,0,"9,499","47,900",0.95,"2,350,889",N/A,N/A
319,KODEX 미국배당커버드콜액티브,"12,905",상승 5,+0.04%,0,"9,382","72,700",0.01,"1,717,407",N/A,N/A
320,세방전지,"67,000",하락 900,-1.33%,500,"9,380","14,000",25.54,"58,047",7.06,12.22
321,코리아써키트,"39,200",상승 200,+0.51%,500,"9,259","23,621",5.64,"809,046",-12.67,-31.05
322,CJ CGV,"5,580",상승 70,+1.27%,500,"9,239","165,581",5.31,"527,518",-3.89,-30.74
323,대한유화,"141,600","하락 2,300",-1.60%,"5,000","9,204","6,500",10.07,"45,385",16.92,-0.47
324,해성디에스,"53,700",상승 900,+1.70%,"5,000","9,129","17,000",12.86,"178,820",34.49,10.96
325,TIGER KRX금현물,"13,435",하락 25,-0.19%,0,"9,042","67,300",0.20,"813,904",N/A,N/A
326,후성,"8,400",상승 280,+3.45%,500,"9,009","107,255",7.13,"1,599,757",-10.98,-21.71
327,GKL,"14,560",상승 310,+2.18%,500,"9,006","61,856",16.06,"188,230",16.93,8.01
328,LG전자우,"52,400","하락 2,100",-3.85%,"5,000","9,005","17,186",44.29,"154,378",8.82,N/A
329,KODEX 미국30년국채타겟커버드콜(합성 H),"8,405",하락 55,-0.65%,0,"8,859","105,400",0.01,"1,365,223",N/A,N/A
330,HS효성첨단소재,"197,600","하락 1,300",-0.65%,"5,000","8,852","4,480",10.37,"6,617",-132.71,5.46
331,일동제약,"27,850",상승 100,+0.36%,"1,000","8,811","31,638",3.31,"574,018",28.68,-2.77
332,태광산업,"790,000","하락 17,000",-2.11%,"5,000","8,796","1,113",4.81,"1,275",5.49,5.45
333,TIGER 미국배당다우존스타겟커버드콜2호,"10,000",보합 0,0.00%,0,"8,770","87,700",0.07,"393,024",N/A,N/A
334,TIGER 단기채권액티브,"55,970",상승 5,+0.01%,0,"8,694","15,534",0.00,"20,751",N/A,N/A
335,경동나비엔,"59,000",상승 100,+0.17%,"1,000","8,595","14,569",8.31,"31,079",7.18,19.43
336,LX세미콘,"52,500","하락 1,000",-1.87%,500,"8,539","16,264",28.84,"34,018",10.10,12.69
337,TIGER 미국필라델피아AI반도체나스닥,"16,195",상승 65,+0.40%,0,"8,429","52,050",0.05,"910,903",N/A,N/A
338,ACE 종합채권(AA-이상)액티브,"105,080",상승 20,+0.02%,0,"8,402","7,996",0.00,"1,256",N/A,N/A
339,DL,"39,450",하락 600,-1.50%,"5,000","8,267","20,956",13.85,"49,945",-33.01,2.25
340,SNT에너지,"39,900","하락 4,000",-9.11%,500,"8,252","20,681",8.16,"311,833",12.79,11.90
341,TIGER 2차전지소재Fn,"6,300",상승 560,+9.76%,0,"8,155","129,450",0.30,"16,191,724",N/A,N/A
342,케이카,"16,670",하락 10,-0.06%,500,"8,138","48,821",9.28,"87,242",15.21,19.09
343,TIGER 미국30년국채스트립액티브(합성 H),"38,485",하락 365,-0.94%,0,"8,090","21,022",0.09,"229,412",N/A,N/A
344,솔루엠,"16,840",상승 220,+1.32%,500,"8,052","47,816",21.83,"121,426",41.58,9.48
345,케이씨텍,"38,600",하락 250,-0.64%,500,"7,986","20,690",10.93,"54,659",13.30,11.28
346,TIGER 은행고배당플러스TOP10,"21,490",하락 310,-1.42%,0,"7,984","37,150",0.21,"1,002,970",N/A,N/A
347,동원시스템즈,"27,350",하락 50,-0.18%,"5,000","7,929","28,991",13.71,"10,490",13.65,9.01
348,KODEX AI반도체,"17,260",상승 375,+2.22%,0,"7,905","45,800",2.75,"1,261,429",N/A,N/A
349,프레스티지바이오파마,"13,140",하락 530,-3.88%,0,"7,897","60,096",63.67,"245,369",50.15,5.25
350,동아쏘시오홀딩스,"120,400",하락 600,-0.50%,"5,000","7,870","6,536",14.92,"7,860",7.31,5.63
351,TIGER 우량회사채액티브,"115,250",하락 165,-0.14%,0,"7,860","6,820",0.30,"54,929",N/A,N/A
352,F&F홀딩스,"20,050",하락 250,-1.23%,500,"7,842","39,114",0.53,"22,441",7.09,4.92
353,신풍제약,"14,770",보합 0,0.00%,500,"7,826","52,985",6.81,"532,601",-191.82,-5.85
354,율촌화학,"31,250","상승 1,150",+3.82%,500,"7,750","24,800",4.56,"269,989",-38.30,-2.86
355,KODEX 인버스,"2,515",하락 35,-1.37%,0,"7,744","307,900",1.36,"41,421,034",N/A,N/A
356,보령,"9,020",하락 10,-0.11%,500,"7,738","85,787",7.54,"141,905",13.44,10.45
357,TKG휴켐스,"18,760",상승 90,+0.48%,"1,000","7,669","40,879",9.88,"56,714",11.10,9.09
358,하나투어,"49,450",보합 0,0.00%,500,"7,660","15,490",14.56,"59,830",11.51,47.19
359,아세아,"367,500","하락 8,500",-2.26%,"5,000","7,659","2,084",7.89,"2,357",17.92,5.58
360,넥센타이어,"7,840",상승 30,+0.38%,500,"7,657","97,668",8.27,"176,019",5.05,7.10
361,N2 KIS CD금리투자 ETN,"54,605",보합 0,0.00%,0,"7,645","14,000",0.00,0,N/A,N/A
362,KODEX 미국빅테크10(H),"57,480",상승 265,+0.46%,0,"7,628","13,270",0.06,"59,259",N/A,N/A
363,SOL 미국배당다우존스,"11,795",하락 55,-0.46%,0,"7,584","64,300",0.17,"279,526",N/A,N/A
364,녹십자홀딩스,"16,050",하락 300,-1.83%,500,"7,548","47,028",10.87,"58,965",6.18,2.43
365,한화리츠,"4,200",상승 30,+0.72%,500,"7,543","179,600",1.13,"181,236",32.56,2.06
366,한국금융지주우,"128,200","하락 1,400",-1.08%,"5,000","7,510","5,858",20.48,"22,176",4.44,N/A
367,이노션,"18,770",상승 80,+0.43%,500,"7,508","40,000",21.09,"95,411",8.87,10.48
368,유안타증권,"3,710",하락 70,-1.85%,"5,000","7,405","199,597",65.01,"376,690",10.72,4.52
369,KODEX 단기채권,"113,515",상승 15,+0.01%,0,"7,405","6,523",0.00,"13,656",N/A,N/A
370,KG모빌리티,"3,645",상승 45,+1.25%,"1,000","7,377","202,375",22.92,"496,175",243.00,2.70
371,한화3우B,"37,950",상승 250,+0.66%,"5,000","7,364","19,404",24.91,"35,661",2.90,N/A
372,TIGER 조선TOP10,"27,160",상승 680,+2.57%,0,"7,360","27,100",1.26,"1,062,148",N/A,N/A
373,대상,"21,150",하락 250,-1.17%,"1,000","7,328","34,648",17.33,"71,504",9.14,6.94
374,미원상사,"151,700","하락 2,300",-1.49%,500,"7,206","4,750",2.69,"2,544",16.28,12.99
375,KODEX 미국반도체,"36,710",상승 215,+0.59%,0,"7,177","19,550",0.07,"285,605",N/A,N/A
376,ACE 글로벌반도체TOP4 Plus,"46,180",상승 725,+1.59%,0,"7,158","15,500",0.02,"203,395",N/A,N/A
377,빙그레,"74,600",상승 500,+0.67%,"5,000","7,129","9,556",18.53,"15,428",9.03,15.14
378,신한알파리츠,"5,850",보합 0,0.00%,"1,000","7,075","120,940",11.18,"249,272",47.18,1.65
380,미원에스씨,"138,200",하락 500,-0.36%,500,"6,910","5,000",0.52,972,11.57,14.00
381,KODEX 미국30년국채액티브(H),"8,940",하락 60,-0.67%,0,"6,881","76,970",0.04,"1,467,767",N/A,N/A
382,KB KIS CD금리투자 ETN,"52,715",보합 0,0.00%,0,"6,853","13,000",0.00,0,N/A,N/A
383,KODEX 미국S&P500(H),"15,630",상승 20,+0.13%,0,"6,846","43,800",0.13,"198,369",N/A,N/A
384,RISE KOFR금리액티브(합성),"104,965",상승 5,0.00%,0,"6,830","6,507",0.00,"2,918",N/A,N/A
385,한국단자,"67,400",상승 700,+1.05%,500,"6,818","10,115",23.94,"60,202",6.27,14.16
386,KODEX 26-12 회사채(AA-이상)액티브,"10,875",보합 0,0.00%,0,"6,766","62,220",0.00,"122,849",N/A,N/A
387,CJ4우(전환),"160,000","하락 2,500",-1.54%,"5,000","6,762","4,227",5.48,"8,685",14.66,N/A
388,ACE 200,"59,335",상승 805,+1.38%,0,"6,735","11,350",11.70,"63,475",N/A,N/A
389,전진건설로봇,"46,050",보합 0,0.00%,500,"6,720","14,593",0.15,"30,581",20.81,24.55
390,코스모화학,"17,240",상승 870,+5.31%,"1,000","6,622","38,408",5.27,"328,474",-10.47,-24.71
391,현대홈쇼핑,"55,000",보합 0,0.00%,"5,000","6,600","12,000",14.21,"9,447",7.96,7.43
392,ACE 미국S&P500미국채혼합50액티브,"14,310",상승 15,+0.10%,0,"6,597","46,100",0.00,"637,323",N/A,N/A
393,SK이터닉스,"19,310",하락 580,-2.92%,200,"6,518","33,754",4.86,"318,083",21.72,N/A
394,TIGER 테슬라채권혼합Fn,"15,280",하락 25,-0.16%,0,"6,517","42,650",0.00,"321,607",N/A,N/A
395,TIGER 코리아배당다우존스,"13,685",하락 95,-0.69%,0,"6,473","47,300",0.46,"682,413",N/A,N/A
396,ACE 미국배당다우존스,"13,080",하락 75,-0.57%,0,"6,422","49,100",0.01,"292,520",N/A,N/A
397,디아이,"22,400",상승 50,+0.22%,500,"6,339","28,300",7.57,"279,393",28.21,0.72
398,금양,"9,900",보합 0,0.00%,500,"6,333","63,967",5.60,0,-8.20,-40.88
399,HD현대에너지솔루션,"55,800",상승 500,+0.90%,"5,000","6,250","11,200",8.85,"73,823",20.34,0.03
400,비에이치,"18,450",보합 0,0.00%,500,"6,220","33,712",20.03,"198,140",94.13,9.90
401,LX홀딩스,"8,140",하락 80,-0.97%,"1,000","6,209","76,281",12.53,"142,528",4.26,9.08
402,카프로,"3,660",보합 0,0.00%,500,"6,185","169,000",0.08,0,-14.19,102.36
403,코오롱,"48,700","하락 2,400",-4.70%,"5,000","6,149","12,626",9.14,"216,931",-5.58,12.49
404,JW중외제약,"26,350",상승 350,+1.35%,"2,500","6,136","23,286",7.88,"86,854",10.45,21.87
405,KIWOOM 국고채10년,"112,650",하락 240,-0.21%,0,"6,133","5,444",0.01,"38,078",N/A,N/A
406,부국증권,"59,000",하락 900,-1.50%,"5,000","6,118","10,370",0.36,"13,898",17.47,4.05
407,한화손해보험,"5,240",하락 80,-1.50%,"5,000","6,117","116,739",11.86,"359,174",3.14,10.36
408,대한해운,"1,881",하락 72,-3.69%,500,"6,071","322,747",9.83,"4,102,692",4.18,8.93
409,RISE 200위클리커버드콜,"10,830",상승 60,+0.56%,0,"6,027","55,650",0.17,"780,448",N/A,N/A
410,제이알글로벌리츠,"3,050",하락 15,-0.49%,"1,000","6,020","197,376",11.59,"337,041",8.07,3.02
411,KODEX 2차전지산업레버리지,"1,818",상승 163,+9.85%,0,"6,016","330,900",1.42,"66,054,031",N/A,N/A
412,KODEX 국고채10년액티브,"110,270",하락 255,-0.23%,0,"5,948","5,394",0.01,"29,399",N/A,N/A
413,한국쉘석유,"457,500","하락 4,000",-0.87%,"5,000","5,948","1,300",59.75,"2,527",14.60,28.93
414,세아제강지주,"143,500","하락 1,000",-0.69%,"5,000","5,943","4,142",6.82,"11,905",10.89,2.25
415,솔루스첨단소재,"8,280",상승 210,+2.60%,100,"5,814","70,217",3.09,"240,931",-17.77,0.62
416,KODEX 미국AI테크TOP10타겟커버드콜,"13,105",상승 30,+0.23%,0,"5,806","44,300",0.01,"369,746",N/A,N/A
417,E1,"84,600",하락 900,-1.05%,"5,000","5,804","6,860",5.10,"12,819",8.92,3.83
418,KIWOOM 200,"59,020",상승 845,+1.45%,0,"5,784","9,800",0.00,"150,247",N/A,N/A
419,TIGER 미국달러SOFR금리액티브(합성),"61,985",하락 80,-0.13%,0,"5,740","9,260",0.01,"17,790",N/A,N/A
420,바이오노트,"5,560",하락 80,-1.42%,500,"5,674","102,056",0.79,"140,409",4.82,3.46
421,TIGER 2차전지TOP10,"10,155",상승 445,+4.58%,0,"5,626","55,400",1.47,"4,305,212",N/A,N/A
422,쿠쿠홈시스,"25,000",하락 450,-1.77%,100,"5,609","22,437",8.81,"14,569",4.90,14.00
423,신대양제지,"13,900",하락 590,-4.07%,500,"5,601","40,298",2.68,"27,267",17.68,6.00
424,아이에스동서,"18,490",하락 800,-4.15%,500,"5,582","30,187",4.48,"84,866",-2.95,-10.19
425,RISE KIS국고채30년Enhanced,"71,350",상승 185,+0.26%,0,"5,578","7,818",0.01,"41,657",N/A,N/A
426,KODEX 미국달러SOFR금리액티브(합성),"12,605",하락 20,-0.16%,0,"5,576","44,240",0.01,"68,919",N/A,N/A
427,KODEX 국고채30년액티브,"111,260",상승 60,+0.05%,0,"5,557","4,995",0.01,"21,939",N/A,N/A
428,덴티움,"50,200",하락 800,-1.57%,500,"5,557","11,069",12.54,"20,829",13.20,14.27
429,OCI,"62,000","상승 1,200",+1.97%,"5,000","5,551","8,952",8.21,"43,494",-11.08,8.77
430,롯데손해보험,"1,787",하락 36,-1.97%,"1,000","5,546","310,336",1.24,"218,085",10.39,2.31
431,대신증권우,"21,300",보합 0,0.00%,"5,000","5,538","26,000",12.53,"42,038",8.47,N/A
432,태영건설,"1,860",상승 10,+0.54%,500,"5,535","297,590",0.47,"4,005,554",-8.30,61.93
433,ACE 머니마켓액티브,"103,290",상승 5,0.00%,0,"5,534","5,358",0.03,"10,153",N/A,N/A
434,KG스틸,"5,480",하락 60,-1.08%,"5,000","5,480","100,009",5.42,"93,121",3.70,6.93
435,KODEX 한국부동산리츠인프라,"4,940",상승 15,+0.30%,0,"5,469","110,700",0.03,"1,842,586",N/A,N/A
436,TIGER 미국테크TOP10타겟커버드콜,"16,415",하락 30,-0.18%,0,"5,458","33,250",0.02,"229,852",N/A,N/A
437,풍산홀딩스,"37,750",상승 100,+0.27%,"5,000","5,443","14,417",14.58,"16,307",7.17,9.41
438,KODEX 자동차,"25,470",하락 25,-0.10%,0,"5,425","21,300",0.79,"2,505,992",N/A,N/A
439,애경케미칼,"11,150",상승 280,+2.58%,500,"5,424","48,649",1.12,"257,153",50.23,0.54
440,LF,"18,490",상승 200,+1.09%,"5,000","5,406","29,240",12.89,"46,766",6.59,4.87
441,KODEX 200미국채혼합,"17,000",상승 90,+0.53%,0,"5,399","31,760",0.02,"535,699",N/A,N/A
442,TIGER 200 IT,"54,530","상승 1,415",+2.66%,0,"5,377","9,860",0.55,"352,757",N/A,N/A
443,일진하이솔루스,"14,790",하락 580,-3.77%,500,"5,371","36,313",3.63,"74,269",-224.09,0.57
444,퍼시스,"46,150",하락 350,-0.75%,"1,000","5,307","11,500",19.96,"2,131",15.06,8.64
445,HANARO 원자력iSelect,"50,780",하락 560,-1.09%,0,"5,307","10,450",0.82,"539,028",N/A,N/A
446,ACE 미국대형성장주액티브,"10,305",상승 20,+0.19%,0,"5,266","51,100",0.00,"133,390",N/A,N/A
447,천일고속,"368,000","하락 45,000",-10.90%,"5,000","5,260","1,429",0.25,"131,845",-153.78,-25.33
448,한세실업,"13,140",하락 90,-0.68%,500,"5,256","40,000",6.24,"102,107",15.87,8.58
449,삼양사,"50,900","하락 1,100",-2.12%,"5,000","5,250","10,313",4.82,"21,195",4.97,7.53
450,고려제강,"19,400",상승 260,+1.36%,"1,000","5,238","27,000",6.10,"42,322",10.03,1.95
451,ACE 국고채10년,"88,635",하락 210,-0.24%,0,"5,162","5,824",0.01,"10,764",N/A,N/A
452,현대그린푸드,"15,700",상승 110,+0.71%,500,"5,153","32,819",14.73,"55,706",6.23,11.41
453,KODEX 27-12 회사채(AA-이상)액티브,"10,225",하락 5,-0.05%,0,"5,124","50,110",0.01,"18,730",N/A,N/A
454,삼천리,"126,300","하락 1,500",-1.17%,"5,000","5,121","4,055",12.72,"13,964",5.13,6.55
455,SOL 미국양자컴퓨팅TOP10,"28,685",하락 225,-0.78%,0,"5,106","17,800",0.09,"872,151",N/A,N/A
456,동아에스티,"54,500","하락 1,500",-2.68%,"5,000","5,097","9,353",19.23,"16,388",-990.91,-0.18
457,KODEX 미국머니마켓액티브,"14,695",하락 15,-0.10%,0,"5,092","34,648",0.01,"457,799",N/A,N/A
